meal_name,Carbs,Proteins,Fats,Calories,Meal_Time,p_ratio,c_ratio,f_ratio,Food_Cluster,Meal_Plan
peppercorn dressing,0.5,0.2,8.2,76.0,Snack,0.022471910112359557,0.05617977528089889,0.9213483146067416,3,Balanced
sorghum syrup,15.7,0.0,0.0,61.0,Snack,0.0,1.0,0.0,1,HIIT
sofrito,11.2,26.4,37.5,488.0,Dinner,0.35153129161118507,0.14913448735019974,0.49933422103861524,0,Weight Loss
tomato sauce,13.0,2.9,0.7,59.0,Snack,0.17469879518072287,0.7831325301204819,0.04216867469879518,1,HIIT
cranberry sauce sweetened,107.8,0.6,0.4,418.0,Breakfast,0.0055147058823529415,0.9908088235294118,0.0036764705882352945,1,HIIT
coleslaw dressing,3.8,0.1,5.3,62.0,Snack,0.010869565217391306,0.41304347826086957,0.5760869565217391,4,Endurance
onion gravy dry,16.2,2.2,0.7,77.0,Snack,0.11518324607329845,0.8481675392670157,0.03664921465968587,1,HIIT
corn syrup light,16.9,0.0,0.09,62.0,Snack,0.0,0.9947027663331371,0.005297233666862861,1,HIIT
pancake syrup,13.9,0.0,0.075,53.0,Breakfast,0.0,0.9946332737030412,0.005366726296958855,1,HIIT
vinegar oil dressing,0.4,0.0,8.0,72.0,Snack,0.0,0.047619047619047616,0.9523809523809523,3,Balanced
poppyseed dressing,4.0,0.2,5.5,66.0,Snack,0.02061855670103093,0.4123711340206186,0.5670103092783506,4,Endurance
honey mustard dressing,3.5,0.1,6.1,70.0,Snack,0.010309278350515465,0.3608247422680413,0.6288659793814433,3,Balanced
mushroom gravy,13.0,3.0,6.4,119.0,Snack,0.13392857142857142,0.5803571428571429,0.28571428571428575,4,Endurance
white sauce,22.9,9.6,26.6,368.0,Lunch,0.16243654822335024,0.3874788494077834,0.4500846023688663,4,Endurance
marinara pasta sauce,19.9,3.7,3.9,129.0,Lunch,0.13454545454545458,0.7236363636363636,0.14181818181818184,1,HIIT
tomato sauce with mushrooms,20.7,3.6,0.3,86.0,Snack,0.14634146341463414,0.8414634146341463,0.012195121951219511,1,HIIT
beef gravy,11.2,8.7,5.5,123.0,Snack,0.3425196850393701,0.4409448818897638,0.21653543307086615,4,Endurance
green goddess dressing,1.1,0.3,6.5,64.0,Snack,0.03797468354430379,0.13924050632911392,0.8227848101265822,3,Balanced
salsa con queso,27.9,7.9,23.8,358.0,Lunch,0.13255033557046983,0.46812080536912754,0.3993288590604027,4,Endurance
tomato sauce with onions,24.4,3.8,0.5,103.0,Snack,0.13240418118466898,0.8501742160278746,0.017421602787456445,1,HIIT
spanish tomato sauce,17.7,3.5,0.7,81.0,Snack,0.15981735159817353,0.8082191780821918,0.0319634703196347,1,HIIT
tomato sauce with herbs cheese,25.0,5.2,4.7,144.0,Snack,0.1489971346704871,0.7163323782234957,0.1346704871060172,1,HIIT
french dressing,2.5,0.1,7.2,73.0,Snack,0.01020408163265306,0.25510204081632654,0.7346938775510203,3,Balanced
canadian maple syrup,19.1,0.0,0.0,76.0,Snack,0.0,1.0,0.0,1,HIIT
maple syrup,13.4,0.09,0.047,52.0,Snack,0.006648445002585506,0.989879589273842,0.0034719657235724307,1,HIIT
ranch dressing,0.9,0.2,6.7,65.0,Snack,0.02564102564102564,0.11538461538461538,0.8589743589743589,3,Balanced
mayonnaise dressing,0.066,0.0,11.7,103.0,Snack,0.0,0.005609382967873534,0.9943906170321264,3,Balanced
malt syrup,15.0,1.3,0.0,67.0,Snack,0.07975460122699386,0.920245398773006,0.0,1,HIIT
gravy dry,14.5,3.3,2.0,86.0,Snack,0.16666666666666666,0.7323232323232323,0.10101010101010101,1,HIIT
cranberry orange relish,127.1,0.8,0.3,490.0,Breakfast,0.0062402496099844005,0.9914196567862715,0.00234009360374415,1,HIIT
caesar dressing,0.5,0.3,8.5,80.0,Snack,0.03225806451612903,0.05376344086021505,0.9139784946236559,3,Balanced
blue cheese dressing,0.7,0.2,7.7,71.0,Snack,0.023255813953488375,0.0813953488372093,0.8953488372093024,3,Balanced
duck sauce,19.7,0.1,0.063,80.0,Snack,0.005034486230680159,0.9917937874439914,0.0031717263253285004,1,HIIT
corn syrup dark,15.5,0.0,0.0,57.0,Snack,0.0,1.0,0.0,1,HIIT
molasses,14.9,0.0,0.068,58.0,Snack,0.0,0.9954569748797435,0.004543025120256548,1,HIIT
grenadine,13.4,0.0,0.0,54.0,Snack,0.0,1.0,0.0,1,HIIT
sprouted soybean cooked,6.1,8.0,4.2,76.0,Snack,0.4371584699453552,0.3333333333333333,0.22950819672131148,0,Weight Loss
soy flour roasted,28.6,29.6,18.6,375.0,Dinner,0.38541666666666663,0.3723958333333333,0.24218749999999997,4,Endurance
soy flour low fat,30.7,40.0,7.8,330.0,Lunch,0.5095541401273885,0.39108280254777067,0.09936305732484076,2,Build Muscle
green soybean cooked,9.9,11.1,5.8,127.0,Snack,0.4141791044776119,0.3694029850746269,0.21641791044776118,0,Weight Loss
azumaya tofu vitasoy,9.1,32.8,16.6,316.0,Lunch,0.5606837606837607,0.15555555555555556,0.2837606837606838,0,Weight Loss
soy proteins isolate,2.1,22.8,1.0,96.0,Snack,0.8803088803088802,0.08108108108108107,0.03861003861003861,2,Build Muscle
tofu yogurt,41.8,9.2,4.7,246.0,Breakfast,0.16517055655296228,0.7504488330341113,0.0843806104129264,1,HIIT
bacon meatless,9.1,15.4,42.5,446.0,Breakfast,0.22985074626865673,0.13582089552238805,0.6343283582089553,0,Weight Loss
meatless chicken fried,11.1,27.7,16.6,304.0,Lunch,0.5,0.2003610108303249,0.29963898916967513,0,Weight Loss
soymilk,8.4,7.1,4.8,109.0,Snack,0.34975369458128075,0.41379310344827586,0.23645320197044334,4,Endurance
soy vermicelli,115.2,0.1,0.1,463.0,Breakfast,0.0008665511265164645,0.9982668977469672,0.0008665511265164645,1,HIIT
tempeh,15.6,30.8,17.9,320.0,Lunch,0.47900466562986005,0.24261275272161742,0.27838258164852253,0,Weight Loss
koyadofu,1.7,8.9,5.2,81.0,Snack,0.5632911392405063,0.10759493670886075,0.3291139240506329,0,Weight Loss
meatless meatloaf,4.5,11.8,5.0,110.0,Snack,0.5539906103286385,0.2112676056338028,0.2347417840375587,0,Weight Loss
soybean curd cheese,15.5,28.1,18.2,340.0,Lunch,0.45469255663430425,0.25080906148867316,0.29449838187702265,0,Weight Loss
soybean dry roasted,30.4,36.8,20.1,419.0,Dinner,0.4215349369988546,0.3482245131729668,0.23024054982817876,0,Weight Loss
soybean oil,0.0,0.0,13.6,120.0,Snack,0.0,0.0,1.0,3,Balanced
meatless chicken,6.1,39.7,21.4,376.0,Dinner,0.5907738095238095,0.09077380952380952,0.31845238095238093,0,Weight Loss
soybean cooked,17.1,28.6,15.4,296.0,Lunch,0.46808510638297873,0.27986906710310966,0.2520458265139116,0,Weight Loss
soymilk nonfat,10.1,6.0,0.046,68.0,Snack,0.37160906726124115,0.6255419298897559,0.0028490028490028487,1,HIIT
soybean lecithin oil,0.0,0.0,13.6,104.0,Snack,0.0,0.0,1.0,3,Balanced
tofu raw,4.7,20.0,11.9,188.0,Snack,0.5464480874316939,0.1284153005464481,0.3251366120218579,0,Weight Loss
soy chips,15.0,7.5,2.1,109.0,Snack,0.3048780487804878,0.6097560975609756,0.08536585365853658,4,Endurance
green soybean raw,28.3,33.2,17.4,376.0,Dinner,0.4207858048162231,0.35868187579214195,0.22053231939163495,0,Weight Loss
soy proteins concentrate,7.2,18.0,0.1,93.0,Snack,0.7114624505928854,0.2845849802371542,0.003952569169960474,2,Build Muscle
chocolate soymilk nonfat,20.7,6.0,0.046,107.0,Snack,0.22433261048381067,0.7739475061691468,0.0017198833470425485,1,HIIT
okara,15.3,3.9,2.1,93.0,Snack,0.18309859154929575,0.7183098591549296,0.09859154929577466,1,HIIT
meatless meatballs,11.5,30.2,13.0,284.0,Lunch,0.5521023765996343,0.2102376599634369,0.2376599634369287,0,Weight Loss
vanilla soymilk,15.3,7.9,4.3,131.0,Snack,0.28727272727272724,0.5563636363636363,0.15636363636363634,4,Endurance
soy meal raw,49.0,54.8,2.9,414.0,Dinner,0.5135895032802249,0.4592314901593252,0.02717900656044986,4,Endurance
soymilk low fat,17.5,4.0,1.5,104.0,Snack,0.17391304347826086,0.7608695652173914,0.06521739130434782,1,HIIT
sprouted soybean raw,6.7,9.2,4.7,85.0,Snack,0.44660194174757284,0.32524271844660196,0.22815533980582528,0,Weight Loss
soybean raw,56.1,67.9,37.1,830.0,Dinner,0.4214773432650528,0.34823091247672255,0.2302917442582247,0,Weight Loss
tempeh cooked,2.6,5.1,3.2,55.0,Snack,0.46788990825688076,0.23853211009174316,0.2935779816513762,0,Weight Loss
vanilla soymilk light,9.4,6.4,2.1,83.0,Snack,0.35754189944134074,0.5251396648044693,0.11731843575418993,4,Endurance
chocolate soymilk,24.2,5.5,3.7,153.0,Snack,0.16467065868263472,0.7245508982035929,0.11077844311377247,1,HIIT
soy oil,0.0,0.0,13.6,120.0,Snack,0.0,0.0,1.0,3,Balanced
natto,11.5,14.2,8.8,169.0,Snack,0.4115942028985507,0.3333333333333333,0.255072463768116,0,Weight Loss
gourd cooked,25.5,1.2,0.6,100.0,Snack,0.04395604395604395,0.9340659340659341,0.021978021978021976,1,HIIT
red cabbage raw,12.5,2.4,0.3,53.0,Snack,0.15789473684210525,0.8223684210526315,0.019736842105263157,1,HIIT
broccoli cooked,20.1,6.7,1.1,98.0,Snack,0.24014336917562723,0.7204301075268817,0.03942652329749104,1,HIIT
eggplant raw,26.9,4.5,0.8,115.0,Breakfast,0.13975155279503107,0.8354037267080746,0.024844720496894415,1,HIIT
leeks raw,12.6,1.3,0.3,54.0,Snack,0.09154929577464789,0.8873239436619718,0.021126760563380278,1,HIIT
rutabaga cooked,16.4,2.2,0.4,72.0,Snack,0.11578947368421055,0.8631578947368422,0.021052631578947375,1,HIIT
parsnips raw,30.6,2.0,0.5,128.0,Breakfast,0.060422960725075525,0.9244712990936556,0.015105740181268881,1,HIIT
jerusalem artichokes,26.2,3.0,0.047,110.0,Snack,0.10257462303826033,0.8958183745341403,0.001607002427599412,1,HIIT
oriental radish dried,73.5,9.2,0.8,314.0,Breakfast,0.11017964071856287,0.8802395209580839,0.009580838323353293,1,HIIT
acorn squash raw,44.9,3.4,0.4,172.0,Breakfast,0.06981519507186859,0.9219712525667352,0.008213552361396306,1,HIIT
cabbage raw,16.2,3.6,0.3,70.0,Snack,0.1791044776119403,0.8059701492537312,0.014925373134328356,1,HIIT
peas onions cooked,15.5,4.6,0.4,81.0,Snack,0.224390243902439,0.7560975609756098,0.01951219512195122,1,HIIT
artichoke raw,13.5,4.2,0.2,60.0,Snack,0.23463687150837992,0.7541899441340782,0.011173184357541902,1,HIIT
navy bean sprouts raw,13.6,6.4,0.7,70.0,Snack,0.3091787439613527,0.6570048309178744,0.033816425120772944,1,HIIT
sweet pickles,33.8,0.9,0.7,146.0,Breakfast,0.025423728813559324,0.9548022598870056,0.019774011299435026,1,HIIT
sweet onion,25.0,2.6,0.3,106.0,Snack,0.09318996415770608,0.8960573476702508,0.01075268817204301,1,HIIT
salsify cooked,20.7,3.7,0.2,92.0,Snack,0.15040650406504066,0.8414634146341464,0.008130081300813009,1,HIIT
turnips raw,11.8,1.6,0.2,51.0,Snack,0.11764705882352942,0.8676470588235294,0.014705882352941178,1,HIIT
burdock root raw,20.5,1.8,0.2,85.0,Snack,0.08,0.9111111111111111,0.008888888888888889,1,HIIT
salsify raw,24.7,4.4,0.3,109.0,Snack,0.14965986394557823,0.8401360544217686,0.01020408163265306,1,HIIT
poi,65.4,0.9,0.3,269.0,Breakfast,0.013513513513513513,0.9819819819819819,0.004504504504504504,1,HIIT
acorn squash cooked,29.9,2.3,0.3,115.0,Snack,0.07076923076923078,0.9200000000000002,0.009230769230769232,1,HIIT
mountain yam cooked,29.0,2.5,0.1,119.0,Snack,0.0791139240506329,0.9177215189873418,0.0031645569620253164,1,HIIT
sweet potato baked,23.6,2.3,0.2,103.0,Snack,0.08812260536398467,0.9042145593869731,0.007662835249042145,1,HIIT
taro raw,27.5,1.6,0.2,116.0,Snack,0.05460750853242321,0.9385665529010239,0.006825938566552901,1,HIIT
tree fern cooked,15.3,0.4,0.096,57.0,Snack,0.02532286654849329,0.9685996454798683,0.006077487971638389,1,HIIT
yellow corn raw,123.3,15.6,7.9,606.0,Lunch,0.10626702997275203,0.8399182561307901,0.05381471389645776,1,HIIT
tahitian taro raw,8.6,3.5,1.2,55.0,Snack,0.26315789473684215,0.6466165413533835,0.09022556390977444,4,Endurance
winter squash cooked,18.1,1.8,0.7,76.0,Snack,0.08737864077669903,0.8786407766990292,0.03398058252427184,1,HIIT
yautia tannier,31.9,2.0,0.5,132.0,Breakfast,0.05813953488372093,0.9273255813953488,0.014534883720930232,1,HIIT
rhubarb cooked,74.9,0.9,0.1,278.0,Snack,0.011857707509881422,0.9868247694334651,0.0013175230566534915,1,HIIT
beets raw,13.0,2.2,0.2,58.0,Snack,0.14285714285714288,0.8441558441558442,0.01298701298701299,1,HIIT
butternut squash raw,23.4,2.0,0.2,90.0,Snack,0.078125,0.9140625,0.007812500000000002,1,HIIT
seaweed dry,9.2,3.1,0.3,52.0,Snack,0.24603174603174605,0.7301587301587301,0.023809523809523808,1,HIIT
yam cooked,37.4,2.0,0.2,158.0,Breakfast,0.050505050505050504,0.9444444444444444,0.005050505050505051,1,HIIT
corn dried,18.8,4.1,3.0,119.0,Snack,0.1583011583011583,0.725868725868726,0.11583011583011583,1,HIIT
arrowroot,16.1,5.1,0.2,78.0,Snack,0.23831775700934577,0.7523364485981309,0.009345794392523364,1,HIIT
sweet potato raw,26.2,2.0,0.002,112.0,Snack,0.07091695624423801,0.9290121267995178,7.0916956244238e-05,1,HIIT
mixed vegetables cooked,23.8,5.2,0.3,118.0,Snack,0.17747440273037543,0.8122866894197952,0.010238907849829351,1,HIIT
kohlrabi raw,16.4,4.5,0.3,72.0,Snack,0.21226415094339623,0.7735849056603773,0.014150943396226415,1,HIIT
lentil sprouts,17.0,6.9,0.4,82.0,Snack,0.28395061728395066,0.6995884773662552,0.01646090534979424,1,HIIT
fennel,17.1,2.9,0.5,73.0,Snack,0.14146341463414633,0.8341463414634147,0.024390243902439025,1,HIIT
sweet corn white,13.9,2.4,0.9,63.0,Snack,0.13953488372093023,0.808139534883721,0.05232558139534884,1,HIIT
celeriac raw,14.4,2.3,0.5,66.0,Snack,0.13372093023255813,0.8372093023255814,0.029069767441860465,1,HIIT
split peas raw,118.9,48.4,2.3,672.0,Dinner,0.285377358490566,0.7010613207547169,0.013561320754716978,1,HIIT
corn cooked,21.6,3.5,1.5,99.0,Snack,0.13157894736842105,0.8120300751879699,0.05639097744360902,1,HIIT
corn raw,26.7,4.7,1.9,123.0,Snack,0.14114114114114115,0.8018018018018018,0.05705705705705706,1,HIIT
chicory roots,15.8,1.3,0.2,65.0,Snack,0.07514450867052024,0.9132947976878613,0.011560693641618497,1,HIIT
pupusas con frijoles,39.7,7.0,11.4,289.0,Breakfast,0.12048192771084337,0.6833046471600689,0.1962134251290878,4,Endurance
butternut squash cooked,21.0,1.8,0.2,80.0,Snack,0.0782608695652174,0.9130434782608695,0.008695652173913044,1,HIIT
burdock root cooked,35.1,3.5,0.2,146.0,Breakfast,0.0902061855670103,0.9046391752577319,0.005154639175257732,1,HIIT
cassava,78.4,2.8,0.6,330.0,Breakfast,0.034229828850855744,0.958435207823961,0.007334963325183374,1,HIIT
peas carrots cooked,16.2,4.9,0.7,77.0,Snack,0.22477064220183487,0.7431192660550459,0.03211009174311926,1,HIIT
yam raw,41.8,2.3,0.3,177.0,Breakfast,0.05180180180180181,0.9414414414414416,0.006756756756756758,1,HIIT
chowchow pickles,65.3,3.7,2.2,296.0,Breakfast,0.05196629213483146,0.9171348314606741,0.030898876404494385,1,HIIT
white corn cooked,22.4,3.4,1.5,100.0,Snack,0.12454212454212456,0.8205128205128206,0.05494505494505495,1,HIIT
artichoke cooked,14.3,3.5,0.4,64.0,Snack,0.19230769230769232,0.7857142857142858,0.02197802197802198,1,HIIT
avocado,23.0,5.4,39.6,432.0,Lunch,0.07941176470588236,0.3382352941176471,0.5823529411764706,3,Balanced
lambs quarters cooked,9.0,5.8,1.3,58.0,Snack,0.3602484472049689,0.5590062111801242,0.08074534161490683,4,Endurance
peas cooked,25.0,8.6,0.4,134.0,Snack,0.2529411764705882,0.7352941176470589,0.011764705882352941,1,HIIT
kanpyo dried,35.1,4.6,0.3,139.0,Breakfast,0.11499999999999999,0.8775000000000001,0.0075,1,HIIT
taro cooked,45.7,0.7,0.1,187.0,Breakfast,0.015053763440860212,0.9827956989247311,0.002150537634408602,1,HIIT
hubbard squash cooked,12.3,2.8,0.7,57.0,Snack,0.1772151898734177,0.7784810126582279,0.044303797468354424,1,HIIT
lotus root raw,19.8,3.0,0.1,85.0,Snack,0.13100436681222707,0.8646288209606986,0.004366812227074236,1,HIIT
oriental radish raw,13.9,2.0,0.3,61.0,Snack,0.1234567901234568,0.8580246913580247,0.018518518518518517,1,HIIT
peas raw,21.0,7.9,0.6,117.0,Snack,0.2677966101694915,0.711864406779661,0.020338983050847456,1,HIIT
split peas cooked,40.2,16.3,0.8,227.0,Lunch,0.2844677137870855,0.7015706806282723,0.013961605584642236,1,HIIT
sweet corn yellow,14.2,4.1,0.4,58.0,Snack,0.21925133689839577,0.7593582887700536,0.021390374331550808,1,HIIT
collard cooked,10.7,5.1,1.4,63.0,Snack,0.2965116279069767,0.622093023255814,0.0813953488372093,4,Endurance
tahitian taro cooked,9.4,5.7,0.9,60.0,Snack,0.35625,0.5875,0.05625,4,Endurance
mountain yam raw,22.2,1.8,0.1,91.0,Snack,0.07468879668049792,0.921161825726141,0.004149377593360996,1,HIIT
parsnips cooked,27.2,2.1,0.5,114.0,Snack,0.07046979865771812,0.9127516778523489,0.016778523489932886,1,HIIT
tomato stewed,16.1,2.4,3.3,97.0,Dinner,0.11009174311926605,0.7385321100917431,0.1513761467889908,1,HIIT
white corn raw,31.6,5.3,2.0,143.0,Breakfast,0.13624678663239076,0.8123393316195373,0.05141388174807198,1,HIIT
rutabaga raw,66.5,8.3,1.2,286.0,Breakfast,0.10921052631578948,0.875,0.015789473684210527,1,HIIT
pumpkin canned,19.8,2.7,0.7,83.0,Snack,0.1163793103448276,0.8534482758620691,0.030172413793103446,1,HIIT
peas onions canned,10.3,3.9,0.5,61.0,Snack,0.26530612244897955,0.7006802721088435,0.03401360544217687,1,HIIT
sweet mashed potato canned,59.1,5.0,0.5,258.0,Breakfast,0.07739938080495357,0.9148606811145512,0.007739938080495357,1,HIIT
hominy canned,23.5,2.4,1.5,119.0,Snack,0.08759124087591241,0.8576642335766423,0.05474452554744526,1,HIIT
tomato puree canned,22.5,4.1,0.5,95.0,Snack,0.15129151291512913,0.8302583025830258,0.01845018450184502,1,HIIT
mixed vegetables canned,17.5,3.5,0.6,88.0,Snack,0.16203703703703703,0.8101851851851851,0.027777777777777776,1,HIIT
carrots canned,24.4,2.6,0.6,104.0,Snack,0.09420289855072464,0.8840579710144927,0.021739130434782608,1,HIIT
asparagus canned,10.2,7.4,0.7,62.0,Snack,0.40437158469945356,0.5573770491803278,0.03825136612021857,4,Endurance
sweet potato canned,133.5,6.3,1.3,568.0,Breakfast,0.04464918497519489,0.9461374911410346,0.009213323883770375,1,HIIT
peas carrots canned,21.6,5.5,0.7,97.0,Snack,0.19784172661870503,0.7769784172661871,0.02517985611510791,1,HIIT
tomatoes canned,17.6,4.0,0.7,77.0,Snack,0.17937219730941703,0.789237668161435,0.03139013452914798,1,HIIT
peas canned,9.5,3.5,0.8,57.0,Snack,0.25362318840579706,0.6884057971014492,0.057971014492753624,1,HIIT
beets canned,16.2,2.0,0.2,69.0,Snack,0.10869565217391305,0.8804347826086957,0.010869565217391306,1,HIIT
stewed tomatoes canned,15.8,2.3,0.5,66.0,Dinner,0.12365591397849461,0.8494623655913979,0.026881720430107524,1,HIIT
tomato paste canned,49.5,11.3,1.2,215.0,Snack,0.18225806451612905,0.7983870967741935,0.01935483870967742,1,HIIT
bacon ranch salad mcdonalds,19.4,28.1,20.1,389.0,Breakfast,0.41568047337278113,0.2869822485207101,0.2973372781065089,0,Weight Loss
caesar salad with grilled chicken mcdonalds,11.3,29.1,5.6,201.0,Lunch,0.6326086956521738,0.24565217391304345,0.12173913043478259,2,Build Muscle
caesar salad mcdonalds,9.1,6.8,4.4,94.0,Lunch,0.3349753694581281,0.4482758620689656,0.21674876847290644,4,Endurance
vegetable salad with chicken,2.5,11.6,1.5,70.0,Lunch,0.7435897435897436,0.16025641025641027,0.09615384615384616,2,Build Muscle
potato salad,27.9,6.7,20.5,358.0,Lunch,0.12159709618874773,0.5063520871143375,0.3720508166969147,4,Endurance
potato salad with egg,40.5,4.9,23.5,393.0,Breakfast,0.07111756168359942,0.5878084179970972,0.3410740203193033,4,Endurance
caesar salad with crispy chicken mcdonalds,19.2,25.7,16.4,349.0,Lunch,0.4192495921696574,0.31321370309951063,0.26753670473083196,0,Weight Loss
grape apple salad with walnuts,25.6,3.5,8.2,191.0,Snack,0.09383378016085792,0.6863270777479894,0.21983914209115282,4,Endurance
vegetable salad with cheese egg,3.2,5.8,3.9,68.0,Breakfast,0.44961240310077516,0.24806201550387597,0.3023255813953488,0,Weight Loss
vegetable salad with shrimp,4.4,9.7,1.7,71.0,Lunch,0.6139240506329113,0.2784810126582279,0.10759493670886076,2,Build Muscle
coleslaw,28.4,1.8,18.9,292.0,Lunch,0.03665987780040734,0.5784114052953158,0.384928716904277,4,Endurance
cloud ear fungus dried,20.4,2.6,0.2,80.0,Snack,0.11206896551724138,0.8793103448275862,0.008620689655172414,1,HIIT
pepeao dried,19.4,1.2,0.1,72.0,Snack,0.057971014492753624,0.9371980676328502,0.004830917874396136,1,HIIT
truffles,5.4,0.7,4.1,61.0,Snack,0.06862745098039216,0.5294117647058825,0.4019607843137255,4,Endurance
chocolate pudding fat free,23.6,2.2,0.3,105.0,Snack,0.0842911877394636,0.9042145593869731,0.011494252873563216,1,HIIT
tapioca pudding,23.9,2.1,4.3,143.0,Snack,0.06930693069306931,0.7887788778877887,0.1419141914191419,1,HIIT
tapioca pudding fat free,23.9,1.6,0.4,105.0,Snack,0.061776061776061784,0.9227799227799228,0.015444015444015446,1,HIIT
rice pudding,20.8,3.6,2.4,122.0,Lunch,0.13432835820895522,0.7761194029850746,0.08955223880597014,1,HIIT
corn pudding,42.4,11.1,12.6,328.0,Lunch,0.16792738275340394,0.6414523449319214,0.19062027231467474,4,Endurance
chocolate pudding,34.5,3.1,6.9,213.0,Snack,0.0696629213483146,0.7752808988764045,0.1550561797752809,1,HIIT
lemon pudding,30.2,4.1,4.4,173.0,Breakfast,0.10594315245478036,0.7803617571059432,0.1136950904392765,1,HIIT
vanilla pudding,33.9,2.2,5.7,195.0,Breakfast,0.05263157894736842,0.8110047846889951,0.13636363636363635,1,HIIT
profeel proteiinirahka valio,19.3,175.0,0.4,140.0,Snack,0.8988186954288648,0.09912686183872624,0.002054442732408834,2,Build Muscle
zaziki milfina,0.0,0.0,4.4,51.0,Snack,0.0,0.0,1.0,3,Balanced
cottage cheese low fat,6.1,28.0,2.3,163.0,Snack,0.7692307692307693,0.16758241758241757,0.06318681318681318,2,Build Muscle
cottage cheese nonfat,9.7,15.0,0.4,104.0,Snack,0.5976095617529881,0.38645418326693226,0.015936254980079684,2,Build Muscle
vanilla yogurt low fat,33.8,12.1,3.1,208.0,Breakfast,0.24693877551020407,0.6897959183673469,0.06326530612244897,1,HIIT
yoplait light strawberry yogurt yoplait,0.074,0.0,0.0,79.0,Breakfast,0.0,1.0,0.0,1,HIIT
vanilla yogurt,23.5,8.4,2.1,145.0,Breakfast,0.24705882352941178,0.6911764705882353,0.061764705882352944,1,HIIT
chocolate yogurt,35.3,5.3,0.0,168.0,Breakfast,0.13054187192118227,0.8694581280788178,0.0,1,HIIT
yogurt parfait,23.6,5.0,1.5,125.0,Breakfast,0.16611295681063123,0.7840531561461794,0.04983388704318937,1,HIIT
